"Name","PlayerID","Year","Rank","MVP","First","Pts.Won","Pts.Max","Share","Age","Tm","G","winPct","pctGamesPlayed","MP","PTS","TRB","AST","STL","BLK","FG.","X3P.","FT.","WS","WS.48","TS","raptorO","raptorD","raptorPM","raptorWAR","USG"
"Baron Davis","davisba01",2004,10,0,0,4,1230,0.003,24,"NOH",67,0.5,0.817073170731707,40.1,22.9,4.3,7.5,2.4,0.4,0.395,0.321,0.673,7.5,0.133,49.2,4.1,1.7,5.8,11.77,30.1
"Dirk Nowitzki","nowitdi01",2004,10,0,0,4,1230,0.003,25,"DAL",77,0.634146341463415,0.939024390243902,37.9,21.8,8.7,2.7,1.2,1.4,0.462,0.341,0.877,11.5,0.19,56.1,3.1,0.3,3.4,9.07,24.5
"Andrei Kirilenko","kirilan01",2004,13,0,0,2,1230,0.002,22,"UTA",78,0.51219512195122,0.951219512195122,37.1,16.5,8.1,3.1,1.9,2.8,0.443,0.338,0.79,11.6,0.192,55.9,3.4,3.7,7,14.34,21.9
"Carmelo Anthony","anthoca01",2004,14,0,0,1,1230,0.001,19,"DEN",82,0.524390243902439,1,36.5,21,6.1,2.8,1.2,0.5,0.426,0.322,0.777,6.1,0.098,50.9,0.8,-2.1,-1.3,2.19,28.5
"Yao Ming","mingya01",2004,14,0,0,1,1230,0.001,23,"HOU",82,0.548780487804878,1,32.8,17.5,9,1.5,0.3,1.9,0.522,0,0.809,11.4,0.202,58.6,0.3,2.1,2.5,7.16,25.3
"Michael Redd","reddmi01",2004,14,0,0,1,1230,0.001,24,"MIL",82,0.5,1,36.8,21.7,5,2.3,1,0.1,0.44,0.35,0.868,9.7,0.154,54.4,4,-2.6,1.3,6.27,26.3
"Kevin Garnett","garneke01",2003,2,0,43,871,1190,0.732,26,"MIN",82,0.621951219512195,1,40.5,23,13.4,6,1.4,1.6,0.502,0.282,0.751,15.6,0.225,55.3,5.1,4,9.1,19.89,26.4
"Kobe Bryant","bryanko01",2003,3,0,8,496,1190,0.417,24,"LAL",82,0.609756097560976,1,41.5,30,6.9,5.9,2.2,0.8,0.451,0.383,0.843,14.9,0.21,55,5.5,1.3,6.8,16.57,32.9
"Tracy McGrady","mcgratr01",2003,4,0,4,427,1190,0.359,23,"ORL",75,0.51219512195122,0.914634146341463,39.4,32.1,6.5,5.5,1.7,0.8,0.457,0.386,0.793,16.1,0.262,56.4,8.2,0.2,8.5,16.83,35.2
"Shaquille O'Neal","onealsh01",2003,5,0,3,126,1190,0.106,30,"LAL",67,0.609756097560976,0.817073170731707,37.8,27.5,11.1,3.1,0.6,2.4,0.574,NA,0.622,13.2,0.25,60.2,4.9,0.3,5.2,10.23,30.2
"Allen Iverson","iversal01",2003,6,0,0,83,1190,0.07,27,"PHI",82,0.585365853658537,1,42.5,27.6,4.2,5.5,2.7,0.2,0.414,0.277,0.774,9.2,0.127,50,2.2,0.3,2.5,9.3,32.9
"Dirk Nowitzki","nowitdi01",2003,7,0,0,43,1190,0.036,24,"DAL",80,0.731707317073171,0.975609756097561,39,25.1,9.9,3,1.4,1,0.463,0.379,0.881,16.1,0.249,58.1,5,2.3,7.2,15.84,27.4
"Ben Wallace","wallabe01",2003,8,0,1,33,1190,0.028,28,"DET",73,0.609756097560976,0.890243902439024,39.4,6.9,15.4,1.6,1.4,3.2,0.481,0.167,0.45,10.6,0.176,48.6,-1.7,6.6,4.9,11.03,10.2
"Jason Kidd","kiddja01",2003,9,0,0,31,1190,0.026,29,"NJN",80,0.597560975609756,0.975609756097561,37.4,18.7,6.3,8.9,2.2,0.3,0.414,0.341,0.841,11.3,0.182,52.6,4.6,2.9,7.6,15.66,25.9
"Chris Webber","webbech01",2003,10,0,0,19,1190,0.016,29,"SAC",67,0.719512195121951,0.817073170731707,39.1,23,10.5,5.4,1.6,1.3,0.461,0.238,0.607,6.9,0.127,48.5,0.3,1.4,1.7,5.89,30.4
"Jamal Mashburn","mashbja01",2003,11,0,0,1,1190,0.001,30,"NOH",82,0.573170731707317,1,40.5,21.6,6.1,5.6,1,0.2,0.422,0.389,0.848,9,0.13,50.7,1.9,-0.6,1.3,6.8,27.1
"Steve Nash","nashst01",2003,11,0,0,1,1190,0.001,28,"DAL",82,0.731707317073171,1,33.1,17.7,2.9,7.3,1,0.1,0.465,0.413,0.909,11.6,0.206,57.6,5.7,-1.7,4,9.26,24.4
"Paul Pierce","piercpa01",2003,11,0,0,1,1190,0.001,25,"BOS",79,0.536585365853659,0.963414634146341,39.2,25.9,7.3,4.4,1.8,0.8,0.416,0.302,0.802,10.1,0.157,53.2,2.2,1.1,3.3,9.55,33.2
"Jason Kidd","kiddja01",2002,2,0,45,897,1260,0.712,28,"NJN",82,0.634146341463415,1,37.3,14.7,7.3,9.9,2.1,0.2,0.391,0.321,0.814,8.9,0.14,48.4,3.7,2.3,6,13.64,22.5
"Shaquille O'Neal","onealsh01",2002,3,0,15,696,1260,0.552,29,"LAL",67,0.707317073170732,0.817073170731707,36.1,27.2,10.7,3,0.6,2,0.579,0,0.555,13.2,0.262,59,4.5,3.4,8,13.19,31.8
"Tracy McGrady","mcgratr01",2002,4,0,7,390,1260,0.31,22,"ORL",76,0.536585365853659,0.926829268292683,38.3,25.6,7.9,5.3,1.6,1,0.451,0.364,0.748,11.5,0.189,53.2,5.2,1.4,6.5,13.71,31.1
"Kobe Bryant","bryanko01",2002,5,0,1,98,1260,0.078,23,"LAL",80,0.707317073170732,0.975609756097561,38.3,25.2,5.5,5.5,1.5,0.4,0.469,0.25,0.829,12.7,0.199,54.4,5,-0.3,4.7,11.55,30.4
"Gary Payton","paytoga01",2002,6,0,1,54,1260,0.043,33,"SEA",82,0.548780487804878,1,40.3,22.1,4.8,9,1.6,0.3,0.467,0.314,0.797,12.6,0.183,52.6,5,-0.1,4.9,12.78,27.2
"Chris Webber","webbech01",2002,7,0,0,37,1260,0.029,28,"SAC",54,0.74390243902439,0.658536585365854,38.4,24.5,10.1,4.8,1.7,1.4,0.495,0.263,0.749,8.6,0.2,54,2.6,1.2,3.8,6.9,29
"Dirk Nowitzki","nowitdi01",2002,8,0,0,31,1260,0.025,23,"DAL",76,0.695121951219512,0.926829268292683,38,23.4,9.9,2.4,1.1,1,0.477,0.397,0.853,13.4,0.222,59.9,4.7,0.2,4.9,11.3,25.5
"Allen Iverson","iversal01",2002,9,0,0,29,1260,0.023,26,"PHI",60,0.524390243902439,0.731707317073171,43.7,31.4,4.5,5.5,2.8,0.2,0.398,0.291,0.812,6.9,0.126,48.9,1.6,1.9,3.5,8.32,37.8
"Ben Wallace","wallabe01",2002,10,0,0,24,1260,0.019,27,"DET",80,0.609756097560976,0.975609756097561,36.5,7.6,13,1.4,1.7,3.5,0.531,0,0.423,11.6,0.19,52.2,-0.6,5.6,5,11.49,10.5
"Paul Pierce","piercpa01",2002,11,0,0,22,1260,0.017,24,"BOS",82,0.597560975609756,1,40.3,26.1,6.9,3.2,1.9,1,0.442,0.404,0.809,12.9,0.187,57,3.4,1.7,5,13.1,29.3
"Kevin Garnett","garneke01",2002,12,0,0,17,1260,0.013,25,"MIN",81,0.609756097560976,0.98780487804878,39.2,21.2,12.1,5.2,1.2,1.6,0.47,0.319,0.801,12.8,0.194,53.6,3.6,2.3,6,13.98,26
"Michael Jordan","jordami01",2002,13,0,0,16,1260,0.013,38,"WAS",60,0.451219512195122,0.731707317073171,34.9,22.9,5.7,5.2,1.4,0.4,0.416,0.189,0.79,3.3,0.075,46.8,1,-1.2,-0.1,2.8,36
"Steve Nash","nashst01",2002,14,0,0,5,1260,0.004,27,"DAL",82,0.695121951219512,1,34.6,17.9,3.1,7.7,0.6,0,0.483,0.455,0.887,9.9,0.167,60.2,5.4,-1.4,4,9.66,23
"Jerry Stackhouse","stackje01",2002,15,0,0,3,1260,0.002,27,"DET",76,0.609756097560976,0.926829268292683,35.3,21.4,4.1,5.3,1,0.5,0.397,0.287,0.858,5.8,0.104,51.8,2,-0.5,1.5,5.83,32.3
"Mike Bibby","bibbymi01",2002,16,0,0,1,1260,0.001,23,"SAC",80,0.74390243902439,0.975609756097561,33.2,13.7,2.8,5,1.1,0.2,0.453,0.37,0.803,6.3,0.113,51.3,0.8,-0.8,0,3.65,19.7
"Elton Brand","brandel01",2002,16,0,0,1,1260,0.001,22,"LAC",80,0.475609756097561,0.975609756097561,37.8,18.2,11.6,2.4,1,2,0.527,NA,0.742,13.6,0.216,58.6,4.1,0.8,4.8,11.58,21.1
"Peja Stojaković","stojape01",2002,16,0,0,1,1260,0.001,24,"SAC",71,0.74390243902439,0.865853658536585,37.3,21.2,5.3,2.5,1.1,0.2,0.484,0.416,0.876,9.9,0.179,59.2,3.3,-1.5,1.8,6.07,23.2
"Tim Duncan","duncati01",2001,2,0,18,706,1240,0.569,24,"SAS",82,0.707317073170732,1,38.7,22.2,12.2,3,0.9,2.3,0.499,0.259,0.618,13.2,0.2,53.6,1.9,3.8,5.7,13.55,28.7
"Shaquille O'Neal","onealsh01",2001,3,0,7,578,1240,0.466,28,"LAL",74,0.682926829268293,0.902439024390244,39.5,28.7,12.7,3.7,0.6,2.8,0.572,0,0.513,14.9,0.245,57.4,4.6,1,5.6,12.41,31.6
"Chris Webber","webbech01",2001,4,0,5,521,1240,0.42,27,"SAC",70,0.670731707317073,0.853658536585366,40.5,27.1,11.1,4.2,1.3,1.7,0.481,0.071,0.703,11,0.186,51.6,1.5,2.3,3.7,9.33,31.6
"Kevin Garnett","garneke01",2001,5,0,1,151,1240,0.122,24,"MIN",81,0.573170731707317,0.98780487804878,39.5,22,11.4,5,1.4,1.8,0.477,0.288,0.764,11.8,0.176,53.1,2.1,2.1,4.2,11.31,27
"Tracy McGrady","mcgratr01",2001,6,0,0,64,1240,0.052,21,"ORL",77,0.524390243902439,0.939024390243902,40.1,26.8,7.5,4.6,1.5,1.5,0.457,0.355,0.733,12.2,0.189,52.1,4,2,5.9,13.6,31.2
"Karl Malone","malonka01",2001,7,0,0,21,1240,0.017,37,"UTA",81,0.646341463414634,0.98780487804878,35.7,23.2,8.3,4.5,1.1,0.8,0.498,0.4,0.793,13.1,0.217,57.2,3.5,-0.4,3.1,8.59,30
"Jason Kidd","kiddja01",2001,8,0,0,18,1240,0.015,27,"PHO",77,0.621951219512195,0.939024390243902,39.8,16.9,6.4,9.8,2.2,0.3,0.411,0.297,0.814,9.6,0.15,51,2.2,2.4,4.5,11.38,22.7
"Kobe Bryant","bryanko01",2001,9,0,0,11,1240,0.009,22,"LAL",68,0.682926829268293,0.829268292682927,40.9,28.5,5.9,5,1.7,0.6,0.464,0.305,0.853,11.3,0.196,55.2,4.9,1,5.9,12.29,31.8
"David Robinson","robinda01",2001,10,0,0,8,1240,0.006,35,"SAS",80,0.707317073170732,0.975609756097561,29.6,14.4,8.6,1.5,1,2.5,0.486,0,0.747,12.1,0.246,55.9,0.8,6,6.8,11.43,22.8
"Ray Allen","allenra02",2001,11,0,0,7,1240,0.006,25,"MIL",82,0.634146341463415,1,38.2,22,5.2,4.6,1.5,0.2,0.48,0.433,0.888,13.7,0.211,61,6.7,0.1,6.8,15.17,24.4
"Vince Carter","cartevi01",2001,11,0,0,7,1240,0.006,24,"TOR",75,0.573170731707317,0.914634146341463,39.7,27.6,5.5,3.9,1.5,1.1,0.46,0.408,0.765,12.9,0.208,55.1,6.3,0.5,6.8,14.46,30.7
"Paul Pierce","piercpa01",2001,13,0,0,5,1240,0.004,23,"BOS",82,0.439024390243902,1,38,25.3,6.4,3.1,1.7,0.8,0.454,0.383,0.745,10.4,0.16,56.3,2.6,0,2.6,8.61,30.6
"Jerry Stackhouse","stackje01",2001,14,0,0,3,1240,0.002,26,"DET",80,0.390243902439024,0.975609756097561,40.2,29.8,3.9,5.1,1.2,0.7,0.402,0.351,0.822,9.2,0.137,52.1,3.3,-1,2.2,8.18,35.2
"Michael Finley","finlemi01",2001,15,0,0,1,1240,0.001,27,"DAL",82,0.646341463414634,1,42,21.5,5.2,4.4,1.4,0.4,0.458,0.346,0.775,8.5,0.119,52.1,2.8,-0.6,2.2,8.66,24.9
"Anthony Mason","masonan01",2001,15,0,0,1,1240,0.001,34,"MIA",80,0.609756097560976,0.975609756097561,40.7,16.1,9.6,3.1,1,0.3,0.482,NA,0.781,11.6,0.171,55.5,-0.4,0.6,0.1,4.73,20
"John Stockton","stockjo01",2001,15,0,0,1,1240,0.001,38,"UTA",82,0.646341463414634,1,29.2,11.5,2.8,8.7,1.6,0.3,0.504,0.462,0.817,10.8,0.216,61,6.8,2.7,9.6,15,18.8
"Kevin Garnett","garneke01",2000,2,0,0,408,1210,0.337,23,"MIN",81,0.609756097560976,0.98780487804878,40,22.9,11.8,5,1.5,1.6,0.497,0.37,0.765,11.6,0.172,54.5,2.2,1.8,4,11.1,27.4
"Alonzo Mourning","mournal01",2000,3,0,0,367,1210,0.303,29,"MIA",79,0.634146341463415,0.963414634146341,34.8,21.7,9.5,1.6,0.5,3.7,0.551,0,0.711,12.9,0.226,59.6,0.7,3.3,4,9.46,28.1
"Karl Malone","malonka01",2000,4,0,0,312,1210,0.258,36,"UTA",82,0.670731707317073,1,35.9,25.5,9.5,3.7,1,0.9,0.509,0.25,0.797,15.3,0.249,58.2,4.2,0.7,4.8,11.35,31.9
"Tim Duncan","duncati01",2000,5,0,0,248,1210,0.205,23,"SAS",74,0.646341463414634,0.902439024390244,38.9,23.2,12.4,3.2,0.9,2.2,0.49,0.091,0.761,13,0.218,55.5,2.2,2.1,4.3,10.23,28.7
"Gary Payton","paytoga01",2000,6,0,0,180,1210,0.149,31,"SEA",82,0.548780487804878,1,41.8,24.2,6.5,8.9,1.9,0.2,0.448,0.34,0.735,13.9,0.195,53.5,5.8,0.6,6.4,15.92,26.8
"Allen Iverson","iversal01",2000,7,0,1,132,1210,0.109,24,"PHI",70,0.597560975609756,0.853658536585366,40.8,28.4,3.8,4.7,2.1,0.1,0.421,0.341,0.713,6.9,0.116,49.6,1,0.5,1.5,6.23,34.4
"Grant Hill","hillgr01",2000,8,0,0,113,1210,0.093,27,"DET",74,0.51219512195122,0.902439024390244,37.5,25.8,6.6,5.2,1.4,0.6,0.489,0.347,0.795,10.7,0.185,56.5,4,0.1,4.1,9.65,30.5
"Chris Webber","webbech01",2000,9,0,0,96,1210,0.079,26,"SAC",75,0.536585365853659,0.914634146341463,38.4,24.5,10.5,4.6,1.6,1.7,0.483,0.284,0.751,10.7,0.179,53,1.9,1.9,3.8,9.61,28.2
"Vince Carter","cartevi01",2000,10,0,0,51,1210,0.042,23,"TOR",82,0.548780487804878,1,38.1,25.7,5.8,3.9,1.3,1.1,0.465,0.403,0.791,11.8,0.182,54.3,3.6,0.2,3.8,10.35,30
"Jason Kidd","kiddja01",2000,11,0,0,25,1210,0.021,26,"PHO",67,0.646341463414634,0.817073170731707,39,14.3,7.2,10.1,2,0.4,0.409,0.337,0.829,8.5,0.156,49.8,2.8,1.9,4.7,9.92,20
"Kobe Bryant","bryanko01",2000,12,0,0,3,1210,0.002,21,"LAL",66,0.817073170731707,0.804878048780488,38.2,22.5,6.3,4.9,1.6,0.9,0.468,0.319,0.821,10.6,0.202,54.6,3.8,1.6,5.4,10.53,26.8
"Darrell Armstrong","armstda01",2000,13,0,0,1,1210,0.001,31,"ORL",82,0.5,1,31.6,16.2,3.3,6.1,2.1,0.1,0.433,0.34,0.911,8,0.149,54.2,3.7,1.3,5,10.25,23.9
"Michael Finley","finlemi01",2000,13,0,0,1,1210,0.001,26,"DAL",82,0.48780487804878,1,42.2,22.6,6.3,5.3,1.3,0.4,0.457,0.401,0.82,8.3,0.114,52.2,2.7,-0.5,2.2,8.77,25.1
"Reggie Miller","millere01",2000,13,0,0,1,1210,0.001,34,"IND",81,0.682926829268293,0.98780487804878,36.9,18.1,3,2.3,1,0.3,0.448,0.408,0.919,10.1,0.162,60.3,3.7,-0.6,3.1,8.92,20.5
"Jalen Rose","roseja01",2000,13,0,0,1,1210,0.001,27,"IND",80,0.682926829268293,0.975609756097561,37.2,18.2,4.8,4,1.1,0.6,0.471,0.393,0.827,7.3,0.118,54.7,1.6,0.1,1.7,6.74,23.2
"Alonzo Mourning","mournal01",1999,2,0,36,773,1180,0.655,28,"MIA",46,0.66,0.92,38.1,20.1,11,1.6,0.7,3.9,0.511,0,0.652,7.9,0.216,56.3,0.5,4,4.5,6.43,27.1
"Tim Duncan","duncati01",1999,3,0,30,740,1180,0.627,22,"SAS",50,0.74,1,39.3,21.7,11.4,2.4,0.9,2.5,0.495,0.143,0.69,8.7,0.213,54.1,1.1,2.2,3.3,6.06,27.2
"Allen Iverson","iversal01",1999,4,0,5,319,1180,0.27,23,"PHI",48,0.56,0.96,41.5,26.8,4.9,4.6,2.3,0.1,0.412,0.291,0.751,7.2,0.173,50.8,2.7,0.7,3.4,6.27,32.6
"Jason Kidd","kiddja01",1999,5,0,2,159,1180,0.135,25,"PHO",50,0.54,1,41.2,16.9,6.8,10.8,2.3,0.4,0.444,0.366,0.757,8.1,0.188,52.7,5.3,1.1,6.5,9.63,21.4
"Shaquille O'Neal","onealsh01",1999,6,0,1,89,1180,0.075,26,"LAL",49,0.62,0.98,34.8,26.3,10.7,2.3,0.7,1.7,0.576,0,0.54,9,0.255,58.4,4.6,0.5,5.1,6.8,32.4
"Chris Webber","webbech01",1999,7,0,0,51,1180,0.043,25,"SAC",42,0.54,0.84,40.9,20,13,4.1,1.4,2.1,0.486,0.118,0.454,3.6,0.102,49.1,-0.6,1.5,0.9,3.18,24.9
"Grant Hill","hillgr01",1999,8,0,0,39,1180,0.033,26,"DET",50,0.58,1,37,21.1,7.1,6,1.6,0.5,0.479,0,0.752,7.3,0.189,54.3,3.1,0.9,4,6.35,29.6
"Gary Payton","paytoga01",1999,9,0,0,35,1180,0.03,30,"SEA",50,0.5,1,40.2,21.7,4.9,8.7,2.2,0.2,0.434,0.295,0.721,7.2,0.172,51.9,5.5,0.4,5.9,8.85,27.1
"Kevin Garnett","garneke01",1999,10,0,0,9,1180,0.008,22,"MIN",47,0.5,0.94,37.9,20.8,10.4,4.3,1.7,1.8,0.46,0.286,0.704,5.4,0.146,49.3,1.1,1.9,3,5.19,27.8
"Shawn Kemp","kempsh01",1999,11,0,0,7,1180,0.006,29,"CLE",42,0.44,0.84,35.1,20.5,9.2,2.4,1.1,1.1,0.482,0.5,0.789,6.3,0.205,57.8,2.1,0.5,2.7,4.07,28.9
"David Robinson","robinda01",1999,12,0,0,6,1180,0.005,33,"SAS",49,0.74,0.98,31.7,15.8,10,2.1,1.4,2.4,0.509,0,0.658,8.4,0.261,56.4,1.2,6.4,7.6,8.2,23.8
"Hakeem Olajuwon","olajuha01",1999,13,0,0,3,1180,0.003,36,"HOU",50,0.62,1,35.7,18.9,9.6,1.8,1.6,2.5,0.514,0.308,0.717,6.5,0.175,55.9,-0.6,3.5,2.9,5.15,25.9
"Arvydas Sabonis","sabonar01",1999,13,0,0,3,1180,0.003,34,"POR",50,0.7,1,27,12.1,7.9,2.4,0.7,1.3,0.485,0.292,0.771,5.8,0.207,54.6,0.4,3.1,3.6,4.34,21.7
"Darrell Armstrong","armstda01",1999,15,0,0,2,1180,0.002,30,"ORL",50,0.66,1,30,13.8,3.6,6.7,2.2,0.1,0.441,0.365,0.904,6.4,0.205,57.5,5,1.8,6.8,7.32,22.9
"Vince Carter","cartevi01",1999,16,0,0,1,1180,0.001,22,"TOR",50,0.46,1,35.2,18.3,5.7,3,1.1,1.5,0.45,0.288,0.761,5,0.136,51.6,1.5,-0.1,1.4,3.68,25.6
"Anfernee Hardaway","hardaan01",1999,16,0,0,1,1180,0.001,27,"ORL",50,0.66,1,38.9,15.8,5.7,5.3,2.2,0.5,0.42,0.286,0.706,5,0.122,48.8,1.5,1.7,3.2,5.93,22.4
"Mark Jackson","jacksma01",1999,16,0,0,1,1180,0.001,33,"IND",49,0.66,0.98,28.2,7.6,3.8,7.9,0.9,0.1,0.419,0.311,0.823,3.8,0.134,51.3,4.5,-1.1,3.4,4.31,16
"Glenn Robinson","robingl01",1999,16,0,0,1,1180,0.001,26,"MIL",47,0.56,0.94,33.6,18.4,5.9,2.1,1,0.9,0.459,0.392,0.87,4,0.122,52.3,1.2,-0.3,1,2.99,28.2
"Steve Smith","smithst01",1999,16,0,0,1,1180,0.001,29,"ATL",36,0.62,0.72,36.5,18.7,4.2,3.3,1,0.3,0.402,0.338,0.849,4.4,0.162,52.6,2.7,-0.4,2.4,3.45,26.4
"Rasheed Wallace","wallara01",1999,16,0,0,1,1180,0.001,24,"POR",49,0.7,0.98,28.9,12.8,4.9,1.2,1,1.1,0.508,0.419,0.732,5,0.169,56.6,0,1.5,1.6,3.13,20.5
"Karl Malone","malonka01",1998,2,0,20,842,1160,0.726,34,"UTA",81,0.75609756097561,0.98780487804878,37.4,27,10.3,3.9,1.2,0.9,0.53,0.333,0.761,16.4,0.259,59.7,5.7,0.7,6.3,14,31.8
"Gary Payton","paytoga01",1998,3,0,3,431,1160,0.372,29,"SEA",82,0.74390243902439,1,38.4,19.2,4.6,8.3,2.3,0.2,0.453,0.338,0.744,12.5,0.19,54.4,5.5,1.1,6.5,14.9,24.6
"Shaquille O'Neal","onealsh01",1998,4,0,1,311,1160,0.268,25,"LAL",60,0.74390243902439,0.731707317073171,36.3,28.3,11.4,2.4,0.7,2.4,0.584,NA,0.527,10.2,0.224,58.7,2.9,1.5,4.4,7.92,32.9
"Tim Duncan","duncati01",1998,5,0,0,148,1160,0.128,21,"SAS",82,0.682926829268293,1,39.1,21.1,11.9,2.7,0.7,2.5,0.549,0,0.662,12.8,0.192,57.7,1,2,3,9.29,26
"Tim Hardaway","hardati01",1998,6,0,0,71,1160,0.061,31,"MIA",81,0.670731707317073,0.98780487804878,37.4,18.9,3.7,8.3,1.7,0.2,0.431,0.351,0.781,11.7,0.185,53,5,0.6,5.7,13.02,25.6
"David Robinson","robinda01",1998,7,0,0,36,1160,0.031,32,"SAS",73,0.682926829268293,0.890243902439024,33.7,21.6,10.6,2.7,0.9,2.6,0.511,0.25,0.735,13.8,0.269,58.1,2.2,4.7,6.9,12.01,29.7
"Vin Baker","bakervi01",1998,8,0,0,24,1160,0.021,26,"SEA",82,0.74390243902439,1,35.9,19.2,8,1.9,1.1,1,0.542,0.143,0.591,10.4,0.169,56.4,1.1,0.9,2,7.08,24.7
"Grant Hill","hillgr01",1998,9,0,0,23,1160,0.02,25,"DET",81,0.451219512195122,0.98780487804878,40.7,21.1,7.7,6.8,1.8,0.7,0.452,0.143,0.74,10.2,0.149,52,1.9,1.5,3.4,10.29,27.3
"Scottie Pippen","pippesc01",1998,10,0,0,14,1160,0.012,32,"CHI",44,0.75609756097561,0.536585365853659,37.5,19.1,5.2,5.8,1.8,1,0.447,0.318,0.777,6.6,0.193,53.3,3.9,2.4,6.3,7.61,24.4
"Glen Rice","ricegl01",1998,11,0,0,7,1160,0.006,30,"CHH",82,0.621951219512195,1,40.2,22.3,4.3,2.2,0.9,0.3,0.457,0.433,0.849,9.3,0.136,56.8,2.3,-1,1.2,6.69,25.1
"Antoine Walker","walkean02",1998,12,0,0,6,1160,0.005,21,"BOS",82,0.439024390243902,1,39.9,22.4,10.2,3.3,1.7,0.7,0.423,0.312,0.645,4.7,0.07,48.1,-0.9,0,-0.9,3.02,29.2
"Jason Kidd","kiddja01",1998,13,0,0,5,1160,0.004,24,"PHO",82,0.682926829268293,1,38,11.6,6.2,9.1,2,0.3,0.416,0.313,0.799,8,0.123,50.2,2.3,1.3,3.6,10.07,17.6
"John Stockton","stockjo01",1998,13,0,0,5,1160,0.004,35,"UTA",64,0.75609756097561,0.780487804878049,29,12,2.6,8.5,1.4,0.2,0.528,0.429,0.827,8,0.206,62.8,6.3,-0.2,6.2,8.41,19.3
"Mitch Richmond","richmmi01",1998,15,0,0,3,1160,0.003,32,"SAC",70,0.329268292682927,0.853658536585366,36.7,23.2,3.3,4,1.3,0.2,0.445,0.389,0.864,7.9,0.148,56.9,3.4,-1.1,2.3,6.66,27.8
"Reggie Miller","millere01",1998,16,0,0,2,1160,0.002,32,"IND",81,0.707317073170732,0.98780487804878,34.5,19.5,2.9,2.1,1,0.1,0.477,0.429,0.868,12,0.206,61.9,4.8,-0.4,4.4,10.15,23.9
"Rik Smits","smitsri01",1997,16,0,0,2,1160,0.002,31,"IND",73,0.475609756097561,0.890243902439024,28.6,16.7,6.9,1.4,0.5,1.2,0.495,0,0.783,6.1,0.141,53.5,-2,0.8,-1.2,1.19,29.1
"Michael Finley","finlemi01",1998,18,0,0,1,1160,0.001,24,"DAL",82,0.24390243902439,1,41.4,21.5,5.3,4.9,1.6,0.4,0.449,0.357,0.784,7.5,0.106,52.2,1.7,-0.4,1.3,6.95,25.7
"Rod Strickland","stricro02",1998,18,0,0,1,1160,0.001,31,"WAS",76,0.51219512195122,0.926829268292683,39.7,17.8,5.3,10.5,1.7,0.3,0.434,0.25,0.726,8.1,0.129,50.1,3.1,-0.2,2.9,8.64,23.7
"Michael Jordan","jordami01",1997,2,0,52,957,1150,0.832,33,"CHI",82,0.841463414634146,1,37.9,29.6,5.9,4.3,1.7,0.5,0.486,0.374,0.833,18.3,0.283,56.7,7.1,1.7,8.8,18.23,33.2
"Grant Hill","hillgr01",1997,3,0,0,376,1150,0.327,24,"DET",80,0.658536585365854,0.975609756097561,39.3,21.4,9,7.3,1.8,0.6,0.496,0.303,0.711,14.6,0.223,55.6,4.5,2.2,6.7,15.07,28.3
"Tim Hardaway","hardati01",1997,4,0,0,238,1150,0.207,30,"MIA",81,0.74390243902439,0.98780487804878,38.7,20.3,3.4,8.6,1.9,0.1,0.415,0.344,0.799,12.9,0.198,53.2,5.3,1.3,6.6,14.96,26.6
"Glen Rice","ricegl01",1997,5,0,0,134,1150,0.117,29,"CHH",79,0.658536585365854,0.963414634146341,42.6,26.8,4,2,0.9,0.3,0.477,0.47,0.867,10.8,0.154,60.5,3.9,-1.2,2.7,9.25,26.9
"Gary Payton","paytoga01",1997,6,0,0,105,1150,0.091,28,"SEA",82,0.695121951219512,1,39.2,21.8,4.6,7.1,2.4,0.2,0.476,0.313,0.715,12.9,0.193,54.5,4.9,1.5,6.3,14.93,26.4
"Hakeem Olajuwon","olajuha01",1997,7,0,0,95,1150,0.083,34,"HOU",78,0.695121951219512,0.951219512195122,36.6,23.2,9.2,3,1.5,2.2,0.51,0.313,0.787,9.1,0.154,55.8,-0.9,3.4,2.5,7.62,30.4
"Patrick Ewing","ewingpa01",1997,8,0,0,57,1150,0.05,34,"NYK",78,0.695121951219512,0.951219512195122,37,22.4,10.7,2,0.9,2.4,0.488,0.222,0.754,9.8,0.163,54.8,-2.2,4.3,2.1,7.14,29.8
"Anthony Mason","masonan01",1997,9,0,0,7,1150,0.006,30,"CHH",73,0.658536585365854,0.890243902439024,43.1,16.2,11.4,5.7,1,0.5,0.525,0.333,0.745,11.4,0.173,58.5,2.6,0.1,2.8,8.78,17.6
"Shaquille O'Neal","onealsh01",1997,9,0,0,7,1150,0.006,24,"LAL",51,0.682926829268293,0.621951219512195,38.1,26.2,12.5,3.1,0.9,2.9,0.557,0,0.484,8,0.197,55.6,1.5,3,4.4,7.1,31.1
"Scottie Pippen","pippesc01",1997,11,0,0,6,1150,0.005,31,"CHI",82,0.841463414634146,1,37.7,20.2,6.5,5.7,1.9,0.5,0.474,0.368,0.701,13.1,0.203,55.4,5.3,2.1,7.4,16.01,24.6
"Alonzo Mourning","mournal01",1997,12,0,0,5,1150,0.004,26,"MIA",66,0.74390243902439,0.804878048780488,35.2,19.8,9.9,1.6,0.8,2.9,0.534,0.111,0.642,8.4,0.174,57.8,-1.4,4,2.6,6.33,27.5
