"Name","PlayerID","Year","Rank","MVP","First","Pts.Won","Pts.Max","Share","Age","Tm","G","winPct","pctGamesPlayed","MP","PTS","TRB","AST","STL","BLK","FG.","X3P.","FT.","WS","WS.48","TS","raptorO","raptorD","raptorPM","raptorWAR","USG"
"Isiah Thomas","thomais01",1990,13,0,0,1,920,0.001,28,"DET",81,0.719512195121951,0.98780487804878,37,18.4,3.8,9.4,1.7,0.2,0.438,0.309,0.775,6.7,0.107,50.1,1.9,0.9,2.8,8.4,26
"Michael Jordan","jordami01",1989,2,0,27.5,598.8,850,0.704,25,"CHI",81,0.573170731707317,0.98780487804878,40.2,32.5,8,8,2.9,0.8,0.538,0.276,0.85,19.8,0.292,61.4,8.4,2.8,11.2,23.08,32.1
"Karl Malone","malonka01",1989,3,0,5,362,850,0.426,25,"UTA",80,0.621951219512195,0.975609756097561,39.1,29.1,10.7,2.7,1.8,0.9,0.519,0.313,0.766,15.2,0.233,59.2,2.7,1.9,4.6,11.74,30.4
"Patrick Ewing","ewingpa01",1989,4,0,8,200,850,0.235,26,"NYK",80,0.634146341463415,0.975609756097561,36.2,22.7,9.3,2.4,1.5,3.5,0.567,0,0.746,10.9,0.181,60.7,0.7,2.9,3.6,9.32,23.6
"Hakeem Olajuwon","olajuha01",1989,5,0,2,179.3,850,0.211,26,"HOU",82,0.548780487804878,1,36.9,24.8,13.5,1.8,2.6,3.4,0.508,0,0.696,12.4,0.197,55.2,0.2,6.5,6.6,14.48,28.2
"Charles Barkley","barklch01",1989,6,0,0,94.3,850,0.111,25,"PHI",79,0.560975609756098,0.963414634146341,39.1,25.8,12.5,4.1,1.6,0.8,0.579,0.216,0.753,16.1,0.25,65.3,7.6,0.4,8,16.87,24.4
"John Stockton","stockjo01",1989,7,0,0,28,850,0.033,26,"UTA",82,0.621951219512195,1,38.7,17.1,3,13.6,3.2,0.2,0.538,0.242,0.863,15.6,0.236,62.4,7.5,2.8,10.3,21.01,19.1
"Kevin Johnson","johnske02",1989,8,0,0,22,850,0.026,22,"PHO",81,0.670731707317073,0.98780487804878,39.2,20.4,4.2,12.2,1.7,0.3,0.505,0.091,0.882,12.2,0.184,59.7,5.4,-0.1,5.3,12.97,21.2
"Tom Chambers","chambto01",1989,9,0,0,20,850,0.024,29,"PHO",81,0.670731707317073,0.98780487804878,37.1,25.7,8.4,2.9,1.1,0.7,0.471,0.326,0.851,9.2,0.146,54.7,1.2,0.3,1.4,6.42,28.2
"Mark Price","pricema01",1989,10,0,0,18,850,0.021,24,"CLE",75,0.695121951219512,0.914634146341463,36.4,18.9,3,8.4,1.5,0.1,0.526,0.441,0.901,11.3,0.199,62.3,5.2,-0.1,5.1,10.86,21
"Brad Daugherty","daughbr01",1989,11,0,0,4,850,0.005,23,"CLE",78,0.695121951219512,0.951219512195122,36.2,18.9,9.2,3.7,0.8,0.5,0.538,0.333,0.737,9.6,0.164,59.4,0.2,1.6,1.8,6.53,22.2
"Robert Parish","parisro01",1989,11,0,0,4,850,0.005,35,"BOS",80,0.51219512195122,0.975609756097561,35.5,18.6,12.5,2.2,1,1.5,0.57,NA,0.719,10.5,0.177,60.7,2,1.2,3.2,8.58,20.9
"Mark Eaton","eatonma01",1989,13,0,0,3,850,0.004,32,"UTA",82,0.621951219512195,1,35.5,6.2,10.3,1,0.5,3.8,0.462,NA,0.66,6.6,0.108,51.3,-3.6,4.6,1,5.48,9.2
"Moses Malone","malonmo01",1989,13,0,0,3,850,0.004,33,"ATL",81,0.634146341463415,0.98780487804878,35.5,20.2,11.8,1.4,1,1.2,0.491,0,0.789,10.7,0.178,58.1,1.5,0.7,2.3,7.3,23.4
"Chris Mullin","mullich01",1989,13,0,0,3,850,0.004,25,"GSW",82,0.524390243902439,1,37.7,26.5,5.9,5.1,2.1,0.5,0.509,0.23,0.892,10.6,0.165,58.1,3.4,0.4,3.8,10.25,26.6
"Larry Nance","nancela01",1989,13,0,0,3,850,0.004,29,"CLE",73,0.695121951219512,0.890243902439024,34.6,17.2,8,2.2,0.8,2.8,0.539,0,0.799,10.3,0.197,59,1.3,1.9,3.2,7.63,19.9
"Terry Cummings","cummite01",1989,17,0,0,1,850,0.001,27,"MIL",80,0.597560975609756,0.975609756097561,35.3,22.9,8.1,2.5,1.3,0.9,0.467,0.467,0.787,7.7,0.131,51.8,1.4,0.7,2.1,7.02,28.9
"Joe Dumars","dumarjo01",1989,17,0,0,1,850,0.001,25,"DET",69,0.768292682926829,0.841463414634146,34.9,17.2,2.5,5.7,0.9,0.1,0.505,0.483,0.85,7,0.14,57.1,2.7,-0.6,2.1,5.92,21.6
"Isiah Thomas","thomais01",1989,17,0,0,1,850,0.001,27,"DET",80,0.768292682926829,0.975609756097561,36.6,18.2,3.4,8.3,1.7,0.3,0.464,0.273,0.818,7,0.115,52.8,2.2,0.9,3.1,8.74,24.6
"Larry Bird","birdla01",1988,2,0,16,527,800,0.659,31,"BOS",76,0.695121951219512,0.926829268292683,39,29.9,9.3,6.1,1.6,0.8,0.527,0.414,0.916,15,0.243,60.8,7.4,1.5,8.9,17.6,30.2
"Magic Johnson","johnsma02",1988,3,0,16,508,800,0.635,28,"LAL",72,0.75609756097561,0.878048780487805,36.6,19.6,6.2,11.9,1.6,0.2,0.492,0.196,0.853,10.9,0.199,58.1,6,0,6,11.63,23.4
"Charles Barkley","barklch01",1988,4,0,1,109,800,0.136,24,"PHI",80,0.439024390243902,0.975609756097561,39.6,28.3,11.9,3.2,1.3,1.3,0.587,0.28,0.751,16.7,0.253,66.5,6.9,0.3,7.1,15.95,26.7
"Clyde Drexler","drexlcl01",1988,5,0,0,86,800,0.108,25,"POR",81,0.646341463414634,0.98780487804878,37.8,27,6.6,5.8,2.5,0.6,0.506,0.212,0.811,13.2,0.207,56.4,5.6,1.7,7.3,15.6,28
"Dominique Wilkins","wilkido01",1988,6,0,0,55,800,0.069,28,"ATL",78,0.609756097560976,0.951219512195122,37.8,30.7,6.4,2.9,1.3,0.6,0.464,0.295,0.826,9.8,0.16,53.4,3.7,0.1,3.8,9.8,35.2
"Hakeem Olajuwon","olajuha01",1988,7,0,0,40,800,0.05,25,"HOU",79,0.560975609756098,0.963414634146341,35.8,22.8,12.1,2.1,2.1,2.7,0.514,0,0.695,10.7,0.182,55.5,0.3,5.1,5.3,11.68,26.5
"Karl Malone","malonka01",1988,8,0,0,36,800,0.045,24,"UTA",82,0.573170731707317,1,39,27.7,12,2.4,1.4,0.6,0.52,0,0.7,10.1,0.152,56.8,0.1,0.9,1,6.1,29.7
"Fat Lever","leverfa01",1988,9,0,0,26,800,0.033,27,"DEN",82,0.658536585365854,1,37.3,18.9,8.1,7.8,2.7,0.3,0.473,0.211,0.785,10.4,0.163,51.6,3.8,2.4,6.1,13.82,21.4
"John Stockton","stockjo01",1988,10,0,0,15,800,0.019,25,"UTA",82,0.573170731707317,1,34.7,14.7,2.9,13.8,3,0.2,0.574,0.358,0.84,14.1,0.238,64.5,7.6,2.7,10.3,18.9,17.2
"Alex English","englial01",1988,11,0,0,4,800,0.005,34,"DEN",80,0.658536585365854,0.975609756097561,35.2,25,4.7,4.7,0.9,0.3,0.495,0,0.828,7.6,0.129,53.5,2.2,-1.2,1,5.36,28.4
"Isiah Thomas","thomais01",1988,12,0,0,3,800,0.004,26,"DET",81,0.658536585365854,0.98780487804878,36.1,19.5,3.4,8.4,1.7,0.2,0.463,0.309,0.774,7.6,0.124,52.1,2.7,0.7,3.3,9.09,25.4
"Mark Jackson","jacksma01",1988,13,0,0,2,800,0.003,22,"NYK",82,0.463414634146341,1,39.6,13.6,4.8,10.6,2.5,0.1,0.432,0.254,0.774,7.6,0.113,49.3,2.9,1.4,4.3,11.75,17.3
"Michael Adams","adamsmi01",1988,14,0,0,1,800,0.001,25,"DEN",82,0.658536585365854,1,33.9,13.9,2.7,6.1,2,0.2,0.449,0.367,0.834,7.5,0.13,56,2.7,1,3.7,9.07,16.2
"Mark Aguirre","aguirma01",1988,14,0,0,1,800,0.001,28,"DAL",77,0.646341463414634,0.939024390243902,33.9,25.1,5.6,3.6,0.9,0.7,0.475,0.302,0.77,8.8,0.163,53.9,3.5,-0.7,2.9,7.46,31.6
"Adrian Dantley","dantlad01",1988,14,0,0,1,800,0.001,32,"DET",69,0.658536585365854,0.841463414634146,31.1,20,3.3,2.5,0.6,0.1,0.514,0,0.86,9.4,0.21,61.9,3.7,-1,2.6,5.84,24.2
"Buck Williams","willibu01",1988,14,0,0,1,800,0.001,27,"NJN",70,0.231707317073171,0.853658536585366,37.7,18.3,11.9,1.6,1,0.6,0.56,1,0.668,7.6,0.138,60.3,0.8,0,0.8,4.74,20
"Michael Jordan","jordami01",1987,2,0,10,449,780,0.576,23,"CHI",82,0.48780487804878,1,40,37.1,5.2,4.6,2.9,1.5,0.482,0.182,0.857,16.9,0.247,56.2,5.6,2.9,8.4,18.66,38.3
"Larry Bird","birdla01",1987,3,0,1,271,780,0.347,30,"BOS",74,0.719512195121951,0.902439024390244,40.6,28.1,9.2,7.6,1.8,0.9,0.525,0.4,0.91,15.2,0.243,61.2,7,2,9,17.93,27.5
"Kevin McHale","mchalke01",1987,4,0,0,254,780,0.326,29,"BOS",77,0.719512195121951,0.939024390243902,39.7,26.1,9.9,2.6,0.5,2.2,0.604,0,0.836,14.8,0.232,65.5,4.4,0.4,4.9,11.84,24.1
"Dominique Wilkins","wilkido01",1987,5,0,0,128,780,0.164,27,"ATL",79,0.695121951219512,0.963414634146341,37.6,29,6.3,3.3,1.5,0.6,0.463,0.292,0.818,12.2,0.197,54.3,4.2,0.7,4.9,11.53,32.3
"Charles Barkley","barklch01",1987,6,0,1,113,780,0.145,23,"PHI",68,0.548780487804878,0.829268292682927,40.3,23,14.6,4.9,1.8,1.5,0.594,0.202,0.761,12,0.21,66,5.4,0.9,6.4,12.7,23.1
"Hakeem Olajuwon","olajuha01",1987,7,0,1,28,780,0.036,24,"HOU",75,0.51219512195122,0.914634146341463,36.8,23.4,11.4,2.9,1.9,3.4,0.508,0.2,0.702,10.9,0.189,55.4,0.6,5.1,5.8,11.98,26.8
"Isiah Thomas","thomais01",1987,8,0,0,17,780,0.022,25,"DET",81,0.634146341463415,0.98780487804878,37.2,20.6,3.9,10,1.9,0.2,0.463,0.194,0.768,7.6,0.121,52.8,3.1,0.4,3.4,9.5,25.9
"Fat Lever","leverfa01",1987,9,0,0,11,780,0.014,26,"DEN",82,0.451219512195122,1,37.2,18.9,8.9,8,2.5,0.4,0.469,0.239,0.782,9.7,0.153,51.5,3.7,1.9,5.5,12.87,21.1
"Moses Malone","malonmo01",1987,10,0,0,9,780,0.012,31,"WSB",73,0.51219512195122,0.890243902439024,34.1,24.1,11.3,1.6,0.8,1.3,0.454,0,0.824,9.4,0.182,54.5,1.5,0.6,2.1,6.1,29.3
"Steve Johnson","johnsst03",1987,11,0,0,4,780,0.005,29,"POR",79,0.597560975609756,0.963414634146341,29.7,16.8,7.2,2,0.6,1,0.556,NA,0.698,4.4,0.091,60.2,-1.8,-0.7,-2.5,0.31,23.1
"Karl Malone","malonka01",1987,12,0,0,3,780,0.004,23,"UTA",82,0.536585365853659,1,34.8,21.7,10.4,1.9,1.3,0.7,0.512,0,0.598,6.9,0.116,53.6,-1,0.8,-0.2,3.74,26.3
"Robert Parish","parisro01",1987,12,0,0,3,780,0.004,33,"BOS",80,0.719512195121951,0.975609756097561,37.4,17.5,10.6,2.2,0.8,1.8,0.556,0,0.735,9.2,0.147,58.8,-0.1,2,1.9,7.06,19.7
"Alex English","englial01",1987,14,0,0,2,780,0.003,33,"DEN",82,0.451219512195122,1,37.6,28.6,4.2,5.1,0.9,0.3,0.503,0.267,0.844,8.1,0.126,54.9,2.8,-1.8,0.9,5.76,29.2
"Mark Aguirre","aguirma01",1987,15,0,0,1,780,0.001,27,"DAL",80,0.670731707317073,0.975609756097561,33.3,25.7,5.3,3.2,1.1,0.4,0.495,0.353,0.77,8.9,0.16,56,4,-0.9,3.1,7.96,31.3
"Rolando Blackman","blackro01",1987,15,0,0,1,780,0.001,27,"DAL",80,0.670731707317073,0.975609756097561,34.5,21,3.5,3.3,0.8,0.3,0.495,0.333,0.884,8,0.14,56.9,2.5,-1.8,0.7,4.88,24.3
"Joe Barry Carroll","carrojo01",1987,15,0,0,1,780,0.001,28,"GSW",81,0.51219512195122,0.98780487804878,33.6,21.2,7.3,2.6,1.1,1.5,0.472,NA,0.787,4.6,0.082,52.1,-1.7,0.2,-1.4,1.82,27.8
"Dominique Wilkins","wilkido01",1986,2,0,5,407,780,0.522,26,"ATL",78,0.609756097560976,0.951219512195122,39.1,30.3,7.9,2.6,1.8,0.6,0.468,0.186,0.818,10.8,0.17,53.6,2.9,1,3.9,10.31,32.9
"Magic Johnson","johnsma02",1986,3,0,0,205,780,0.263,26,"LAL",72,0.75609756097561,0.878048780487805,35.8,18.8,5.9,12.6,1.6,0.2,0.526,0.233,0.871,12.1,0.226,61,7,0.3,7.3,13.05,21.6
"Hakeem Olajuwon","olajuha01",1986,4,0,0,193,780,0.247,23,"HOU",68,0.621951219512195,0.829268292682927,36.3,23.5,11.5,2,2,3.4,0.526,NA,0.645,9.5,0.186,56,1.5,3.7,5.2,10.03,25.6
"Kareem Abdul-Jabbar","abdulka01",1986,5,0,0,135,780,0.173,38,"LAL",79,0.75609756097561,0.963414634146341,33.3,23.4,6.1,3.5,0.8,1.6,0.564,0,0.765,10.8,0.197,60.3,2.4,1.4,3.8,8.76,26.6
"Charles Barkley","barklch01",1986,6,0,0,133,780,0.171,22,"PHI",80,0.658536585365854,0.975609756097561,36.9,20,12.8,3.9,2.2,1.6,0.572,0.227,0.685,10.8,0.176,61.9,3.2,2,5.3,12.11,22.4
"Sidney Moncrief","moncrsi01",1986,7,0,0,56,780,0.072,28,"MIL",73,0.695121951219512,0.890243902439024,35.2,20.2,4.6,4.9,1.4,0.2,0.489,0.32,0.859,11.7,0.219,60.4,4.4,0.3,4.8,9.79,21.8
"Alex English","englial01",1986,8,0,0,55,780,0.071,32,"DEN",81,0.573170731707317,0.98780487804878,37.3,29.8,5,4,0.9,0.4,0.504,0.2,0.862,9.8,0.156,56.2,2.8,-1.4,1.4,6.38,30.5
"Isiah Thomas","thomais01",1986,9,0,0,28,780,0.036,24,"DET",77,0.560975609756098,0.939024390243902,36.2,20.9,3.6,10.8,2.2,0.3,0.488,0.31,0.79,8.8,0.151,55.4,4.7,0.5,5.2,11.31,24.4
"Moses Malone","malonmo01",1986,10,0,0,21,780,0.027,30,"PHI",74,0.658536585365854,0.902439024390244,36.6,23.8,11.8,1.2,0.9,1,0.458,0,0.787,8.9,0.157,55.3,0.3,0.1,0.4,4.37,27.6
"Terry Cummings","cummite01",1986,11,0,0,9,780,0.012,24,"MIL",82,0.695121951219512,1,32.5,19.8,8.5,2.4,1.5,0.6,0.474,0,0.656,7.4,0.133,50.3,0.1,1.6,1.6,5.99,27.2
"James Worthy","worthja01",1986,12,0,0,7,780,0.009,24,"LAL",75,0.75609756097561,0.914634146341463,32.7,20,5.2,2.7,1.1,1,0.579,0,0.771,9.5,0.185,61.3,3.3,0.8,4.1,8.58,22.6
"Kevin McHale","mchalke01",1986,13,0,0,3,780,0.004,28,"BOS",68,0.817073170731707,0.829268292682927,35.3,21.3,8.1,2.7,0.4,2,0.574,NA,0.776,11,0.22,62.3,3.2,0.6,3.7,7.88,22.5
"Paul Pressey","presspa01",1986,13,0,0,3,780,0.004,27,"MIL",80,0.695121951219512,0.975609756097561,33.8,14.3,5,7.8,2.1,0.9,0.488,0.182,0.806,9.8,0.174,56.4,4,2.3,6.3,12.4,18.6
"Alvin Robertson","roberal01",1986,13,0,0,3,780,0.004,23,"SAS",82,0.426829268292683,1,35.1,17,6.3,5.5,3.7,0.5,0.514,0.276,0.795,8.6,0.143,56.3,2.7,3.9,6.6,13.75,20.9
"Adrian Dantley","dantlad01",1986,16,0,0,2,780,0.003,30,"UTA",76,0.51219512195122,0.926829268292683,36.1,29.8,5.2,3.5,0.8,0.1,0.563,0.091,0.791,12.8,0.223,62.9,5,-1.3,3.6,8.9,30
"Buck Williams","willibu01",1986,16,0,0,2,780,0.003,25,"NJN",82,0.475609756097561,1,37.4,15.9,12,1.6,0.9,1.2,0.523,0,0.676,6.8,0.106,56.5,-0.4,0.3,-0.1,4.13,18.1
"Dennis Johnson","johnsde01",1986,18,0,0,1,780,0.001,31,"BOS",78,0.817073170731707,0.951219512195122,35,15.6,3.4,5.8,1.4,0.4,0.455,0.143,0.818,6.7,0.118,50.9,1,0.7,1.7,6.12,20.5
"Magic Johnson","johnsma02",1985,2,0,1,264,780,0.338,25,"LAL",77,0.75609756097561,0.939024390243902,36.1,18.3,6.2,12.6,1.5,0.3,0.561,0.189,0.843,12.7,0.22,63.7,6.8,-0.1,6.7,13.35,20.5
"Moses Malone","malonmo01",1985,3,0,0,218,780,0.279,29,"PHI",79,0.707317073170732,0.963414634146341,37.4,24.6,13.1,1.6,0.8,1.6,0.469,0,0.815,11.9,0.193,57.7,1.9,0.7,2.5,7.9,26.8
"Kareem Abdul-Jabbar","abdulka01",1985,4,0,0,206,780,0.264,37,"LAL",79,0.75609756097561,0.963414634146341,33.3,22,7.9,3.2,0.8,2.1,0.599,0,0.732,11.2,0.204,62.8,2.5,1.7,4.1,9.17,24.3
"Terry Cummings","cummite01",1985,5,0,2,138,780,0.177,23,"MIL",79,0.719512195121951,0.963414634146341,34.5,23.6,9.1,2.9,1.5,0.8,0.495,0,0.741,10.7,0.189,53.6,2.1,1.9,4,9.43,28.8
"Michael Jordan","jordami01",1985,6,0,2,134,780,0.172,21,"CHI",82,0.463414634146341,1,38.3,28.2,6.5,5.9,2.4,0.8,0.515,0.173,0.845,14,0.213,59.2,5.9,1.6,7.5,16.41,29.8
"Bernard King","kingbe01",1985,7,0,0,70,780,0.09,28,"NYK",55,0.292682926829268,0.670731707317073,37.5,32.9,5.8,3.7,1.3,0.3,0.53,0.1,0.772,7.1,0.166,58.5,3.8,-0.9,2.9,5.95,35.1
"Sidney Moncrief","moncrsi01",1985,8,0,0,65,780,0.083,27,"MIL",73,0.719512195121951,0.890243902439024,37.5,21.7,5.4,5.2,1.6,0.5,0.483,0.273,0.828,11.2,0.197,56.5,3.5,1.1,4.6,10.17,23.6
"Isiah Thomas","thomais01",1985,9,0,0,63,780,0.081,23,"DET",81,0.560975609756098,0.98780487804878,38.1,21.2,4.5,13.9,2.3,0.3,0.458,0.257,0.809,11.2,0.173,52.9,6.3,0.9,7.2,15.58,24
"Ralph Sampson","sampsra01",1985,10,0,0,26,780,0.033,24,"HOU",82,0.585365853658537,1,37.6,22.1,10.4,2.7,1,2,0.502,0,0.676,6.2,0.096,53.3,-1.4,0.8,-0.5,3.47,25.9
"Calvin Natt","nattca01",1985,11,0,0,22,780,0.028,28,"DEN",78,0.634146341463415,0.951219512195122,34.1,23.3,7.8,3.1,1,0.4,0.546,0,0.793,10.2,0.185,60.4,3.3,-1.1,2.2,6.63,24.1
"Alex English","englial01",1985,12,0,0,12,780,0.015,31,"DEN",81,0.634146341463415,0.98780487804878,36.1,27.9,5.7,4.2,1.2,0.6,0.518,0.2,0.829,8.9,0.146,56.1,3.2,-1,2.2,7.35,29.3
"Hakeem Olajuwon","olajuha01",1985,12,0,0,12,780,0.015,22,"HOU",82,0.585365853658537,1,35.5,20.6,11.9,1.4,1.2,2.7,0.538,NA,0.613,10.2,0.168,56.4,0.8,3,3.8,9.76,23.5
"Micheal Ray Richardson","richami01",1985,14,0,0,11,780,0.014,29,"NJN",82,0.51219512195122,1,38.1,20.1,5.6,8.2,3,0.3,0.469,0.252,0.767,8.7,0.134,51.3,3.1,2.2,5.3,12.81,24
"Andrew Toney","toneyan01",1985,15,0,0,5,780,0.006,27,"PHI",70,0.707317073170732,0.853658536585366,32,17.8,2.5,5.2,0.9,0.3,0.492,0.371,0.862,5.5,0.118,58.2,2.5,-2,0.5,3.7,23.3
"Mark Eaton","eatonma01",1985,16,0,0,4,780,0.005,28,"UTA",82,0.5,1,34.3,9.7,11.3,1.5,0.4,5.6,0.449,NA,0.712,5.4,0.093,50.2,-4.2,5,0.7,4.99,14.1
"Paul Pressey","presspa01",1985,17,0,0,3,780,0.004,26,"MIL",80,0.719512195121951,0.975609756097561,36,16.1,5.4,6.8,1.6,0.7,0.517,0.35,0.758,9.6,0.16,57.7,3.2,1.3,4.5,10.68,19.2
"Jack Sikma","sikmaja01",1985,17,0,0,3,780,0.004,29,"SEA",68,0.378048780487805,0.829268292682927,35.3,18.5,10.6,4.2,1.2,1.3,0.489,0.2,0.852,8.3,0.166,56.4,0.7,2.2,2.9,6.95,22.2
"Dominique Wilkins","wilkido01",1985,17,0,0,3,780,0.004,25,"ATL",81,0.414634146341463,0.98780487804878,37.3,27.4,6.9,2.5,1.7,0.7,0.451,0.309,0.806,7.6,0.121,51.4,0.9,1,1.9,7.14,32.5
"World B Free","freewo01",1985,20,0,0,2,780,0.003,31,"CLE",71,0.439024390243902,0.865853658536585,31.7,22.5,3,4.5,1.1,0.2,0.459,0.368,0.749,6,0.127,52.9,3,-0.8,2.2,5.71,29.4
"Purvis Short","shortpu01",1985,20,0,0,2,780,0.003,27,"GSW",78,0.268292682926829,0.951219512195122,39.5,28,5.1,3,1.5,0.3,0.46,0.313,0.817,6.2,0.097,53.3,1.3,-1.3,0,4.36,29.1
"Clyde Drexler","drexlcl01",1985,22,0,0,1,780,0.001,22,"POR",80,0.51219512195122,0.975609756097561,31.9,17.2,6,5.5,2.2,0.9,0.494,0.216,0.759,7.5,0.141,53.4,3.2,1.7,4.8,9.89,23.5
"Julius Erving","ervinju01",1985,22,0,0,1,780,0.001,34,"PHI",78,0.707317073170732,0.951219512195122,32.5,20,5.3,3,1.7,1.4,0.494,0.214,0.765,7.6,0.144,54.6,2,1.4,3.4,7.89,26
"Bernard King","kingbe01",1984,2,0,11,373,760,0.491,27,"NYK",77,0.573170731707317,0.939024390243902,34.6,26.3,5.1,2.1,1,0.2,0.572,0,0.779,12.1,0.218,61.9,3.9,-0.1,3.7,8.86,28.7
"Magic Johnson","johnsma02",1984,3,0,5,305,760,0.401,24,"LAL",67,0.658536585365854,0.817073170731707,38.3,17.6,7.3,13.1,2.2,0.7,0.565,0.207,0.81,10.2,0.191,62.8,5.6,1.3,6.9,12.6,19.5
"Kareem Abdul-Jabbar","abdulka01",1984,4,0,3,153,760,0.201,36,"LAL",80,0.658536585365854,0.975609756097561,32.8,21.5,7.3,2.6,0.7,1.8,0.578,0,0.723,8.9,0.163,60.8,1,0.7,1.7,5.91,25.1
"Isiah Thomas","thomais01",1984,5,0,1,115,760,0.151,22,"DET",82,0.597560975609756,1,36.7,21.3,4,11.1,2.5,0.4,0.462,0.338,0.733,9.1,0.144,52,4.7,1,5.7,13.01,25.4
"Julius Erving","ervinju01",1984,6,0,1,98,760,0.129,33,"PHI",77,0.634146341463415,0.939024390243902,34.8,22.4,6.9,4,1.8,1.8,0.512,0.333,0.754,10.1,0.18,56.2,3,2.2,5.3,10.92,27.2
"Adrian Dantley","dantlad01",1984,7,0,1,88,760,0.116,28,"UTA",79,0.548780487804878,0.963414634146341,37.8,30.6,5.7,3.9,0.8,0.1,0.558,0.25,0.859,14.6,0.235,65.2,5.9,-1.8,4.1,10.38,28.2
"Sidney Moncrief","moncrsi01",1984,8,0,1,70,760,0.092,26,"MIL",79,0.609756097560976,0.963414634146341,38.9,20.9,6.7,4.5,1.4,0.3,0.498,0.278,0.848,12.7,0.198,59.1,4,0.5,4.5,11.35,22.2
"Jeff Ruland","rulanje01",1984,9,0,1,38,760,0.05,25,"WSB",75,0.426829268292683,0.914634146341463,41.1,22.2,12.3,3.9,0.9,1,0.579,0.143,0.733,9.3,0.144,63.3,0.6,0.8,1.3,6.42,23
"Moses Malone","malonmo01",1984,10,0,0,35,760,0.046,28,"PHI",71,0.634146341463415,0.865853658536585,36.8,22.7,13.4,1.4,1,1.5,0.483,0,0.75,9.5,0.175,56.6,0.7,2,2.7,7.21,26.4
"Mark Aguirre","aguirma01",1984,11,0,0,28,760,0.037,24,"DAL",79,0.524390243902439,0.963414634146341,36.7,29.5,5.9,4.5,1,0.3,0.524,0.268,0.749,9,0.149,57.2,3.6,-0.9,2.7,8.02,33.4
"Bill Laimbeer","laimbbi01",1984,12,0,0,9,760,0.012,26,"DET",82,0.597560975609756,1,34.9,17.3,12.2,1.8,0.6,1,0.53,0,0.866,10.8,0.181,59,1.9,0.5,2.4,7.42,18.2
"Rickey Green","greenri01",1984,13,0,0,8,760,0.011,29,"UTA",81,0.548780487804878,0.98780487804878,34.2,13.2,2.8,9.2,2.7,0.2,0.486,0.118,0.821,7.9,0.138,53.2,3.4,2,5.4,11.46,16.9
"World B Free","freewo01",1984,14,0,0,1,760,0.001,30,"CLE",75,0.341463414634146,0.914634146341463,31.7,22.3,2.9,3,1.3,0.1,0.445,0.319,0.784,5.3,0.107,51.2,1.2,-0.8,0.4,3.87,31.3
"Marques Johnson","johnsma01",1984,14,0,0,1,760,0.001,27,"MIL",74,0.609756097560976,0.902439024390244,36.7,20.7,6.5,4.3,1.6,0.6,0.502,0.154,0.709,8.6,0.152,53.4,2.2,1.6,3.8,9.03,25.2
"Larry Bird","birdla01",1983,2,0,1,364,750,0.485,26,"BOS",79,0.682926829268293,0.963414634146341,37.7,23.6,11,5.8,1.9,0.9,0.504,0.286,0.84,14,0.225,56.1,4.2,2.1,6.3,13.75,25
"Magic Johnson","johnsma02",1983,3,0,2,304.5,750,0.406,23,"LAL",79,0.707317073170732,0.963414634146341,36.8,16.8,8.6,10.5,2.2,0.6,0.548,0,0.8,12.5,0.207,60.3,6.5,1,7.5,15.07,19
"Sidney Moncrief","moncrsi01",1983,4,0,0,226,750,0.301,25,"MIL",76,0.621951219512195,0.926829268292683,35.7,22.5,5.8,3.9,1.5,0.3,0.524,0.1,0.826,13.2,0.233,60.2,5.2,0.6,5.8,11.72,24.7
"Julius Erving","ervinju01",1983,5,0,3,112,750,0.149,32,"PHI",72,0.792682926829268,0.878048780487805,33.6,21.4,6.8,3.7,1.6,1.8,0.517,0.286,0.759,10.9,0.217,56.6,3.9,2,5.9,10.64,25.5
"Alex English","englial01",1983,6,0,0,42,750,0.056,29,"DEN",82,0.548780487804878,1,36.4,28.4,7.3,4.8,1.4,1.5,0.516,0.167,0.829,10.3,0.166,56.1,4.7,-0.1,4.6,11.1,28.9
"Buck Williams","willibu01",1983,7,0,0,40,750,0.053,22,"NJN",82,0.597560975609756,1,36.1,17,12.5,1.5,1.1,1.3,0.588,0,0.62,11.4,0.185,61.1,1.7,1.3,3,8.64,18.4
"Artis Gilmore","gilmoar01",1983,8,0,0,33,750,0.044,33,"SAS",82,0.646341463414634,1,34.1,18,12,1.5,0.5,2.3,0.626,0,0.74,11,0.189,66.8,1.6,0.6,2.1,6.92,19.4
"George Gervin","gervige01",1983,9,0,0,30,750,0.04,30,"SAS",78,0.646341463414634,0.951219512195122,36.3,26.2,4.6,3.4,1.1,0.9,0.487,0.364,0.853,9.4,0.159,56.1,2.7,-0.9,1.7,6.46,29.1
"Kareem Abdul-Jabbar","abdulka01",1983,10,0,0,15,750,0.02,35,"LAL",79,0.707317073170732,0.963414634146341,32.3,21.8,7.5,2.5,0.8,2.2,0.588,0,0.749,10.9,0.205,61.9,2.2,0.7,2.9,7.37,24.6
"Jack Sikma","sikmaja01",1983,11,0,0,13,750,0.017,27,"SEA",75,0.585365853658537,0.914634146341463,34.2,18.2,11.4,3.1,1.2,0.9,0.464,0,0.837,9.8,0.183,54.6,0.6,2.6,3.3,7.86,22.5
